Char	Lexicality	Key	PY	Pho	IPA	Tone	Onset	SyStruct	SyLen	PyLen	SegLen	PhoLen	Dom_POS	Freq_Dom_POS	Percent_Dom_POS	Other_POSes	FreqPM	Homophones	HD	PND	Sub_PND	Add_PND	Del_PND	Neighbors	NF	CC	CS	Btw	Close	Eigen	PY_T	PY_NoT	IPA_T	IPA_NoT
NA	syllablegap	z@r	NA	z @ r	tsəɹ	NA	z	CVR	1	NA	3	3	NA	0	0	NA	0	NA	NA	11	8	1	2	Z @ r, z @ N, z @ n, y @ r, f @ r, i @ r, k @ r, u @ r, z 1 @ r, @ r, z @	32396.625	0.44	NA	NA	NA	NA	NA	NA	NA	NA
NA	syllablegap	zua	NA	zu a	tsua	NA	z	CGV	1	NA	3	2	NA	0	0	NA	0	NA	NA	31	29	1	1	T a, p a, m a, n a, t a, Xi a, xu a, Ji a, S a, l a, i a, C a, u a, f a, Zu a, P a, x a, ku a, z a, K a, Z a, s a, Su a, c a, Ku a, Qi a, a a, k a, ti a, zu a n, a	201780.517241	0.94	NA	NA	NA	NA	NA	NA	NA	NA
NA	syllablegap	zuaI	NA	zu a I	tsuaɪ	NA	z	CGVV	1	NA	4	3	NA	0	0	NA	0	NA	NA	26	25	0	1	z a I, l a I, T a I, Ku a I, zu e I, t a I, c a I, k a I, x a I, K a I, m a I, P a I, xu a I, p a I, ku a I, u a I, Su a I, s a I, n a I, C a I, zu a n, Z a I, S a I, Zu a I, Cu a I, a I	80277.64	0.85	NA	NA	NA	NA	NA	NA	NA	NA
NA	syllablegap	zuaN	NA	zu a N	tsuaŋ	NA	z	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	33	32	0	1	Xi a N, r a N, S a N, li a N, p a N, Ji a N, t a N, Z a N, f a N, C a N, Qi a N, u a N, k a N, Zu a N, m a N, Cu a N, T a N, i a N, Su a N, c a N, ku a N, l a N, Ku a N, xu a N, P a N, ni a N, z a N, K a N, zu a n, s a N, x a N, n a N, a N	28699.9375	0.94	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	1	NA	1	ɨ	NA	1	V	1	NA	1	1	NA	0	0	NA	0	NA	NA	7	0	7	0	c 1, C 1, r 1, s 1, S 1, z 1, Z 1	198391	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CE	NA	C E	tʂʻɛ	NA	C	CV	1	NA	2	2	NA	0	0	NA	0	NA	NA	21	21	0	0	i E, pi E, C u, Xi E, C 1, Ji E, C @, y E, Qy E, C a, Xy E, Qi E, Jy E, Ti E, li E, ti E, mi E, ni E, ly E, ny E, Pi E	22146.6666667	0.68	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CEn	NA	C E n	tʂʻɛn	NA	C	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	18	18	0	0	Qi E n, ti E n, Ji E n, Ti E n, ni E n, Xi E n, y E n, pi E n, li E n, Qy E n, Pi E n, i E n, Xy E n, mi E n, C u n, Jy E n, C @ n, C a n	27178.7777778	0.71	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Car	NA	C a r	tʂʻaɹ	NA	C	CVR	1	NA	3	3	NA	0	0	NA	0	NA	NA	19	16	2	1	n a r, C a N, C a U, C a n, C a I, u a r, ni a r, C a i, p a r, Xi a r, Ku a r, k a r, Ji a r, C a @, t a r, K a r, C a r u, C a @ r, C a	16651.8125	0.39	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CeI	NA	C e I	tsʻeɪ	NA	C	CVV	1	NA	3	3	NA	0	0	NA	0	NA	NA	26	25	0	1	xu e I, m e I, tu e I, k e I, t e I, u e I, p e I, zu e I, S e I, x e I, Su e I, su e I, f e I, l e I, Tu e I, ku e I, n e I, P e I, Zu e I, Cu e I, ru e I, C a I, cu e I, z e I, Ku e I, e I	50565.64	0.92	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ci	NA	C i	tʂʻi	NA	C	CV	1	NA	2	2	NA	0	0	NA	0	NA	NA	23	19	3	1	n i, l i, J i, C u, Q i, p i, t i, C 1, C @, X i, T i, C a, m i, P i, i i, u i, a i, @ i, y i, C a i, C u i, C 1 i, i	326879.701754	0.53	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ci@	NA	Ci @	tʂʻiə	NA	C	CGV	1	NA	3	2	NA	0	0	NA	0	NA	NA	16	15	0	1	t @, l @, Z @, k @, n @, K @, C @, x @, S @, r @, T @, s @, z @, c @, y @, @	256409.266667	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ci@N	NA	Ci @ N	tʂʻiəŋ	NA	C	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	19	19	0	0	n @ N, t @ N, Z @ N, C @ N, S @ N, f @ N, r @ N, m @ N, z @ N, P @ N, T @ N, l @ N, c @ N, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N	16567.4210526	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ci@n	NA	Ci @ n	tʂʻiən	NA	C	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	16	15	0	1	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, f @ n, S @ n, p @ n, K @ n, C @ n, z @ n, P @ n, s @ n, n @ n, @ n	86557.8	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ci@r	NA	Ci @ r	tʂʻiəɹ	NA	C	CGVR	1	NA	4	3	NA	0	0	NA	0	NA	NA	7	6	0	1	Z @ r, y @ r, f @ r, i @ r, k @ r, u @ r, @ r	59038.8333333	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CiE	NA	Ci E	tʂʻiɛ	NA	C	CGV	1	NA	3	2	NA	0	0	NA	0	NA	NA	17	17	0	0	i E, pi E, Xi E, Ji E, y E, Qy E, Xy E, Qi E, Jy E, Ti E, li E, ti E, mi E, ni E, ly E, ny E, Pi E	20144.5882353	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CiEn	NA	Ci E n	tʂʻiɛn	NA	C	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	15	15	0	0	Qi E n, ti E n, Ji E n, Ti E n, ni E n, Xi E n, y E n, pi E n, li E n, Qy E n, Pi E n, i E n, Xy E n, mi E n, Jy E n	32143.8	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CiN	NA	C i N	tʂʻiŋ	NA	C	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	14	13	0	1	T i N, J i N, X i N, Q i N, p i N, C a N, l i N, C @ N, m i N, t i N, C o N, P i N, n i N, i N	39092.2307692	0.64	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Cia	NA	Ci a	tʂʻia	NA	C	CGV	1	NA	3	2	NA	0	0	NA	0	NA	NA	30	29	0	1	T a, p a, m a, n a, t a, Xi a, xu a, Ji a, S a, l a, i a, C a, u a, f a, Zu a, P a, x a, ku a, z a, K a, Z a, s a, Su a, c a, Ku a, Qi a, a a, k a, ti a, a	201029.517241	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CiaN	NA	Ci a N	tʂʻiaŋ	NA	C	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	32	31	0	1	Xi a N, r a N, S a N, li a N, p a N, Ji a N, t a N, Z a N, f a N, C a N, Qi a N, u a N, k a N, Zu a N, m a N, Cu a N, T a N, i a N, Su a N, c a N, ku a N, l a N, Ku a N, xu a N, P a N, ni a N, z a N, K a N, s a N, x a N, n a N, a N	29589.0967742	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CiaU	NA	Ci a U	tʂʻiaʊ	NA	C	CGVV	1	NA	4	3	NA	0	0	NA	0	NA	NA	29	28	0	1	x a U, i a U, t a U, Z a U, Ji a U, Xi a U, k a U, Ti a U, z a U, l a U, ti a U, P a U, p a U, S a U, Qi a U, K a U, T a U, C a U, li a U, m a U, c a U, mi a U, Pi a U, ni a U, n a U, pi a U, r a U, s a U, a U	43946.8214286	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Cian	NA	Ci a n	tʂʻian	NA	C	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	36	35	0	1	xu a n, K a n, t a n, u a n, p a n, Cu a n, T a n, ku a n, s a n, n a n, k a n, Z a n, su a n, f a n, tu a n, S a n, m a n, Zu a n, l a n, x a n, lu a n, P a n, c a n, C a n, z a n, r a n, Tu a n, Ku a n, zu a n, ru a n, nu a n, Su a n, i a n, cu a n, y a n, a n	27193.3714286	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ciar	NA	Ci a r	tʂʻiaɹ	NA	C	CGVR	1	NA	4	3	NA	0	0	NA	0	NA	NA	10	10	0	0	n a r, u a r, ni a r, p a r, Xi a r, Ku a r, k a r, Ji a r, t a r, K a r	2605.5	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Cin	NA	C i n	tʂʻin	NA	C	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	14	13	0	1	X i n, J i n, n i n, C u n, Q i n, P i n, C @ n, l i n, C a n, m i n, p i n, y i n, u i n, i n	15555.3846154	0.64	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CioN	NA	Ci o N	tʂʻioŋ	NA	C	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	17	17	0	0	Z o N, i o N, c o N, t o N, s o N, n o N, T o N, z o N, C o N, k o N, K o N, x o N, Xi o N, l o N, r o N, Qi o N, Ji o N	15132	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CioU	NA	Ci o U	tʂʻioʊ	NA	C	CGVV	1	NA	4	3	NA	0	0	NA	0	NA	NA	25	24	0	1	i o U, Ji o U, t o U, z o U, S o U, k o U, x o U, T o U, Qi o U, li o U, Z o U, C o U, Xi o U, K o U, l o U, ti o U, ni o U, m o U, r o U, s o U, c o U, f o U, mi o U, P o U, o U	151472.958333	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Cion	NA	Ci o n	tʂʻion	NA	C	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	0	0	0	0		0	0	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Con	NA	C o n	tʂʻon	NA	C	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	5	5	0	0	C o N, C o U, C u n, C @ n, C a n	4108.4	0.4	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CuN	NA	C u N	tʂʻuŋ	NA	C	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	8	7	0	1	C a N, C @ N, C o N, C u n, C u y, C u i, C u @, C u	59396	0.46	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Cy	NA	C y	tʂʻy	NA	C	CV	1	NA	2	2	NA	0	0	NA	0	NA	NA	16	13	2	1	Q y, C u, C 1, C @, J y, C a, n y, X y, l y, @ y, i y, y y, u y, C u y, C 1 y, y	58884.1153846	0.46	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CyE	NA	Cy E	tʂʻyɛ	NA	C	CGV	1	NA	3	2	NA	0	0	NA	0	NA	NA	17	17	0	0	i E, pi E, Xi E, Ji E, y E, Qy E, Xy E, Qi E, Jy E, Ti E, li E, ti E, mi E, ni E, ly E, ny E, Pi E	20144.5882353	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CyEN	NA	Cy E N	tʂʻyɛŋ	NA	C	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	0	0	0	0		0	0	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CyEn	NA	Cy E n	tʂʻyɛn	NA	C	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	15	15	0	0	Qi E n, ti E n, Ji E n, Ti E n, ni E n, Xi E n, y E n, pi E n, li E n, Qy E n, Pi E n, i E n, Xy E n, mi E n, Jy E n	32143.8	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	CyN	NA	C y N	tʂʻyŋ	NA	C	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	3	3	0	0	C a N, C @ N, C o N	15802.6666667	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Cyn	NA	C y n	tʂʻyn	NA	C	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	10	9	0	1	C u n, Q y n, J y n, X y n, C @ n, C a n, @ y n, u y n, i y n, y n	4672.11111111	0.53	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	E	NA	E	ɛ	NA	E	V	1	NA	1	1	NA	0	0	NA	0	NA	NA	17	0	17	0	i E, Ji E, Jy E, li E, ly E, mi E, ni E, ny E, pi E, Pi E, Qi E, Qy E, ti E, Ti E, Xi E, Xy E, y E	20144.5882352941	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	J@	NA	J @	tɕə	NA	J	CV	1	NA	2	2	NA	0	0	NA	0	NA	NA	20	17	2	1	t @, l @, Z @, k @, n @, J i, K @, C @, x @, J y, S @, r @, T @, s @, z @, c @, y @, J i @, J y @, @	234506.852941	0.66	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	J@N	NA	J @ N	tɕəŋ	NA	J	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	20	20	0	0	n @ N, J i N, t @ N, Z @ N, C @ N, S @ N, f @ N, r @ N, m @ N, z @ N, P @ N, T @ N, l @ N, c @ N, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N	17941.25	0.9	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	J@n	NA	J @ n	tɕən	NA	J	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	18	17	0	1	x @ n, r @ n, Z @ n, k @ n, m @ n, J i n, u @ n, f @ n, S @ n, p @ n, J y n, K @ n, C @ n, z @ n, P @ n, s @ n, n @ n, @ n	83143.9411765	0.79	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	J@r	NA	J @ r	tɕəɹ	NA	J	CVR	1	NA	3	3	NA	0	0	NA	0	NA	NA	9	7	1	1	Z @ r, J i r, y @ r, f @ r, i @ r, k @ r, u @ r, J i @ r, @ r	58498.7142857	0.64	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JE	NA	J E	tɕɛ	NA	J	CV	1	NA	2	2	NA	0	0	NA	0	NA	NA	19	19	0	0	i E, pi E, J i, Xi E, Ji E, y E, J y, Qy E, Xy E, Qi E, Jy E, Ti E, li E, ti E, mi E, ni E, ly E, ny E, Pi E	22284.9473684	0.8	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JEn	NA	J E n	tɕɛn	NA	J	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	17	17	0	0	Qi E n, ti E n, Ji E n, Ti E n, ni E n, J i n, Xi E n, y E n, pi E n, li E n, Qy E n, Pi E n, i E n, Xy E n, mi E n, J y n, Jy E n	30462.1764706	0.78	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ja	NA	J a	tɕa	NA	J	CV	1	NA	2	2	NA	0	0	NA	0	NA	NA	32	31	0	1	T a, p a, m a, n a, t a, J i, Xi a, xu a, Ji a, S a, l a, J y, i a, C a, u a, f a, Zu a, P a, x a, ku a, z a, K a, Z a, s a, Su a, c a, Ku a, Qi a, a a, k a, ti a, a	199318	0.88	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JaI	NA	J a I	tɕaɪ	NA	J	CVV	1	NA	3	3	NA	0	0	NA	0	NA	NA	24	23	0	1	z a I, l a I, T a I, Ku a I, t a I, c a I, k a I, x a I, K a I, m a I, P a I, xu a I, p a I, ku a I, u a I, Su a I, s a I, n a I, C a I, Z a I, S a I, Zu a I, Cu a I, a I	81601.6086957	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JaN	NA	J a N	tɕaŋ	NA	J	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	34	32	1	1	Xi a N, r a N, S a N, li a N, p a N, J i N, Ji a N, t a N, Z a N, f a N, C a N, Qi a N, u a N, k a N, Zu a N, m a N, Cu a N, T a N, i a N, Su a N, c a N, ku a N, l a N, Ku a N, xu a N, P a N, ni a N, z a N, K a N, s a N, x a N, n a N, J i a N, a N	30073.84375	0.89	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JaU	NA	J a U	tɕaʊ	NA	J	CVV	1	NA	3	3	NA	0	0	NA	0	NA	NA	29	28	0	1	x a U, i a U, t a U, Z a U, Ji a U, Xi a U, k a U, Ti a U, z a U, l a U, ti a U, P a U, p a U, S a U, Qi a U, K a U, T a U, C a U, li a U, m a U, c a U, mi a U, Pi a U, ni a U, n a U, pi a U, r a U, s a U, a U	43946.8214286	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Jan	NA	J a n	tɕan	NA	J	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	39	37	1	1	xu a n, K a n, t a n, u a n, J i n, p a n, Cu a n, T a n, ku a n, s a n, n a n, k a n, Z a n, su a n, f a n, tu a n, S a n, m a n, Zu a n, l a n, x a n, lu a n, P a n, J y n, c a n, C a n, z a n, r a n, Tu a n, Ku a n, zu a n, ru a n, nu a n, Su a n, i a n, cu a n, y a n, J i a n, a n	27266	0.85	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Jar	NA	J a r	tɕaɹ	NA	J	CVR	1	NA	3	3	NA	0	0	NA	0	NA	NA	11	11	0	0	n a r, u a r, J i r, ni a r, p a r, Xi a r, Ku a r, k a r, Ji a r, t a r, K a r	2392.09090909	0.82	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JeI	NA	J e I	tɕeɪ	NA	J	CVV	1	NA	3	3	NA	0	0	NA	0	NA	NA	25	24	0	1	xu e I, m e I, tu e I, k e I, t e I, u e I, p e I, zu e I, S e I, x e I, Su e I, su e I, f e I, l e I, Tu e I, ku e I, n e I, P e I, Zu e I, Cu e I, ru e I, cu e I, z e I, Ku e I, e I	52623.1666667	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ji@	NA	Ji @	tɕiə	NA	J	CGV	1	NA	3	2	NA	0	0	NA	0	NA	NA	18	17	0	1	t @, l @, Z @, k @, n @, K @, Ji a, Ji E, C @, x @, S @, r @, T @, s @, z @, c @, y @, @	233736.823529	0.79	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ji@N	NA	Ji @ N	tɕiəŋ	NA	J	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	21	21	0	0	n @ N, t @ N, Ji a N, Z @ N, C @ N, S @ N, f @ N, r @ N, m @ N, z @ N, P @ N, T @ N, l @ N, c @ N, x @ N, p @ N, K @ N, k @ N, u @ N, Ji o N, s @ N	16657.1904762	0.82	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ji@n	NA	Ji @ n	tɕiən	NA	J	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	17	16	0	1	x @ n, r @ n, Z @ n, k @ n, Ji E n, m @ n, u @ n, f @ n, S @ n, p @ n, K @ n, C @ n, z @ n, P @ n, s @ n, n @ n, @ n	87678.375	0.88	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ji@r	NA	Ji @ r	tɕiəɹ	NA	J	CGVR	1	NA	4	3	NA	0	0	NA	0	NA	NA	9	8	0	1	Z @ r, y @ r, f @ r, i @ r, k @ r, Ji E r, Ji a r, u @ r, @ r	57994.875	0.61	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Jion	NA	Ji o n	tɕion	NA	J	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	3	3	0	0	Ji o U, Ji E n, Ji o N	121991	0.33	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JoN	NA	J o N	tɕoŋ	NA	J	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	18	18	0	0	Z o N, i o N, c o N, J i N, t o N, s o N, n o N, T o N, z o N, C o N, k o N, K o N, x o N, Xi o N, l o N, r o N, Qi o N, Ji o N	16738.2222222	0.89	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JoU	NA	J o U	tɕoʊ	NA	J	CVV	1	NA	3	3	NA	0	0	NA	0	NA	NA	25	24	0	1	i o U, Ji o U, t o U, z o U, S o U, k o U, x o U, T o U, Qi o U, li o U, Z o U, C o U, Xi o U, K o U, l o U, ti o U, ni o U, m o U, r o U, s o U, c o U, f o U, mi o U, P o U, o U	151472.958333	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Jon	NA	J o n	tɕon	NA	J	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	2	2	0	0	J i n, J y n	17850	0	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ju	NA	J u	tɕu	NA	J	CV	1	NA	2	2	NA	0	0	NA	0	NA	NA	24	22	1	1	p u, J i, C u, Z u, S u, J y, f u, t u, l u, K u, r u, z u, k u, T u, x u, m u, s u, P u, i u, n u, c u, u u, J y u, u	72005.7272727	0.77	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JuN	NA	J u N	tɕuŋ	NA	J	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	1	1	0	0	J i N	44044	0	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Jua	NA	Ju a	tɕua	NA	J	CGV	1	NA	3	2	NA	0	0	NA	0	NA	NA	30	29	0	1	T a, p a, m a, n a, t a, Xi a, xu a, Ji a, S a, l a, i a, C a, u a, f a, Zu a, P a, x a, ku a, z a, K a, Z a, s a, Su a, c a, Ku a, Qi a, a a, k a, ti a, a	201029.517241	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JuaI	NA	Ju a I	tɕuaɪ	NA	J	CGVV	1	NA	4	3	NA	0	0	NA	0	NA	NA	24	23	0	1	z a I, l a I, T a I, Ku a I, t a I, c a I, k a I, x a I, K a I, m a I, P a I, xu a I, p a I, ku a I, u a I, Su a I, s a I, n a I, C a I, Z a I, S a I, Zu a I, Cu a I, a I	81601.6086957	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JuaN	NA	Ju a N	tɕuaŋ	NA	J	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	32	31	0	1	Xi a N, r a N, S a N, li a N, p a N, Ji a N, t a N, Z a N, f a N, C a N, Qi a N, u a N, k a N, Zu a N, m a N, Cu a N, T a N, i a N, Su a N, c a N, ku a N, l a N, Ku a N, xu a N, P a N, ni a N, z a N, K a N, s a N, x a N, n a N, a N	29589.0967742	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JueI	NA	Ju e I	tɕueɪ	NA	J	CGVV	1	NA	4	3	NA	0	0	NA	0	NA	NA	25	24	0	1	xu e I, m e I, tu e I, k e I, t e I, u e I, p e I, zu e I, S e I, x e I, Su e I, su e I, f e I, l e I, Tu e I, ku e I, n e I, P e I, Zu e I, Cu e I, ru e I, cu e I, z e I, Ku e I, e I	52623.1666667	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Jun	NA	J u n	tɕun	NA	J	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	15	15	0	0	J i n, x u n, t u n, k u n, C u n, l u n, J y n, Z u n, c u n, K u n, T u n, S u n, z u n, s u n, r u n	4387.73333333	0.75	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Juo	NA	Ju o	tɕuo	NA	J	CGV	1	NA	3	2	NA	0	0	NA	0	NA	NA	16	16	0	0	u o, Su o, xu o, ku o, tu o, cu o, su o, mu o, lu o, Tu o, pu o, Pu o, ru o, nu o, Cu o, Ku o	147136.5	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JyEN	NA	Jy E N	tɕyɛŋ	NA	J	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	5	4	0	1	Jy E n, Jy E i, Jy E u, Jy E y, Jy E	3239.75	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	JyN	NA	J y N	tɕyŋ	NA	J	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	6	5	0	1	J i N, J y n, J y @, J y y, J y u, J y	28201.4	0.67	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	K1	NA	K 1	kʻɨ	NA	K	CV	1	NA	2	2	NA	0	0	NA	0	NA	NA	10	10	0	0	S 1, Z 1, s 1, K @, c 1, C 1, z 1, K u, r 1, K a	146337.6	0.53	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	KE	NA	K E	kʻɛ	NA	K	CV	1	NA	2	2	NA	0	0	NA	0	NA	NA	20	20	0	0	i E, pi E, K @, Xi E, Ji E, y E, Qy E, K u, Xy E, K a, Qi E, Jy E, Ti E, li E, ti E, mi E, ni E, ly E, ny E, Pi E	20854.85	0.73	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	KEn	NA	K E n	kʻɛn	NA	K	CVN	1	NA	3	3	NA	0	0	NA	0	NA	NA	18	18	0	0	Qi E n, K a n, ti E n, Ji E n, Ti E n, ni E n, Xi E n, y E n, pi E n, li E n, Qy E n, Pi E n, i E n, Xy E n, mi E n, K @ n, Jy E n, K u n	32814.6111111	0.71	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ki	NA	K i	kʻi	NA	K	CV	1	NA	2	2	NA	0	0	NA	0	NA	NA	21	18	2	1	n i, l i, J i, K @, Q i, p i, t i, X i, T i, K u, m i, P i, i i, K a, u i, a i, @ i, y i, K @ i, K u i, i	369242.277778	0.61	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ki@	NA	Ki @	kʻiə	NA	K	CGV	1	NA	3	2	NA	0	0	NA	0	NA	NA	16	15	0	1	t @, l @, Z @, k @, n @, K @, C @, x @, S @, r @, T @, s @, z @, c @, y @, @	256409.266667	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ki@N	NA	Ki @ N	kʻiəŋ	NA	K	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	19	19	0	0	n @ N, t @ N, Z @ N, C @ N, S @ N, f @ N, r @ N, m @ N, z @ N, P @ N, T @ N, l @ N, c @ N, x @ N, p @ N, K @ N, k @ N, u @ N, s @ N	16567.4210526	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ki@n	NA	Ki @ n	kʻiən	NA	K	CGVN	1	NA	4	3	NA	0	0	NA	0	NA	NA	16	15	0	1	x @ n, r @ n, Z @ n, k @ n, m @ n, u @ n, f @ n, S @ n, p @ n, K @ n, C @ n, z @ n, P @ n, s @ n, n @ n, @ n	86557.8	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	Ki@r	NA	Ki @ r	kʻiəɹ	NA	K	CGVR	1	NA	4	3	NA	0	0	NA	0	NA	NA	7	6	0	1	Z @ r, y @ r, f @ r, i @ r, k @ r, u @ r, @ r	59038.8333333	1	NA	NA	NA	NA	NA	NA	NA	NA
NA	systemicgap	KiE	NA	Ki E	kʻiɛ	NA	K	CGV	1	NA	3	2	NA	0	0	NA	0	NA	NA	17	17	0	0	i E, pi E, Xi E, Ji E, y E, Qy E, Xy E, Qi E, Jy E, Ti E, li E, ti E, mi E, ni E, ly E, ny E, Pi E	20144.5882353	1	NA	NA	NA	NA	NA	NA	NA	NA
